person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_341,Event0819,"Tarsia, Tomaso","Tarsia, Tomaso ",,"1682: 'after the events in Zemonico and the Morlach rebellion against the local Ottomans [... Tarsia was the one who was sent to persuade the Ottoman side not to take any military action in revenge and to offer a large amount of money as a substitute. However, the Venetian government accused him of corruption and he faced imprisonment as well as monetary fines and the confiscation of his property, but later he was vindicated and absolved [Mayhew 2008: 168",,1682,,,,,,,,,
Person_341,Event0820,"Tarsia, Tomaso","Tarsia, Tomaso appraisal",appraisal,"1671: ASV, Senato Dispacci, Provveditori da Terra e Mar, Busta 694, No. 13: ""Ha l'istesso Dragoman ben adempito le parti sue. Il Bassa l'ha accolto con ogn'honore e contento ha gradito le vesti, ben ricevuto le lettere mie che vale in publico divano gli presentasse e regalatolo una veste. L'ha trovato tutto cortesia e civiltà [... tuttavia ne' suoi pensieri è impenetrabile nelle commissioni che tiene. Ha il Tarsia procurato di far confidenza con il suo Segretario e con altri ministri et ha ricavato solamente che li Bassa tiene due ordini""(...). [quoted in Mayhew 2008: 167 n220",,1671,,,,,,,,,
Person_341,Event0821,"Tarsia, Tomaso","Tarsia, Tomaso appraisal",appraisal,"1670: dispatch of Alvise Molin: giovane 'senza pratica mai d'alcun maneggio o negotio' [quoted in Luca 2008: 154-5
",,1670,,,,,,,,,
Person_343,Event0822,"Tiepolo, Antonio","Tiepolo, Antonio Commission",Commission,,,9 giugno 1573,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 4, cc. 40-43v."
Person_343,Event0823,"Tiepolo, Antonio","Tiepolo, Antonio Commission",Commission,commission,,9 giugno 1573,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 4, cc. 40-43v."
Person_344,Event0824,"Tiepolo, Stefano","Tiepolo, Stefano Commission",Commission,,,24 maggio 1544,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 63, cc. 133-135v."
Person_344,Event0825,"Tiepolo, Stefano","Tiepolo, Stefano Commission",Commission,commission,,24 maggio 1544,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 63, cc. 133-135v."
Person_345,Event0826,"Torre, Antonio","Torre, Antonio Birth",Birth,Birth,,,,,,,Venice,,,,
Person_345,Event0827,"Torre, Antonio","Torre, Antonio employment end",employment end,,1904-06-16,1629,,,,,,,,,
Person_345,Event0828,"Torre, Antonio","Torre, Antonio Employment End",Employment End,,1904-06-16,1629,,,,,,,,,
Person_345,Event0829,"Torre, Antonio","Torre, Antonio conversion",conversion,converted in 1629,,,,,,,,,,,
Person_347,Event0830,"Tosi, Faustino","Tosi, Faustino Birth",Birth,Birth,,,,,,,Venice,,,,
Person_347,Event0831,"Tosi, Faustino","Tosi, Faustino appointment",appointment,1612: apptd Gdl in recognition of father's service as rasonato to Simone Contarini. [see Dursteler 2000: 81 n29 for details,,1612,,,,,,,,,
Person_347,Event0832,"Tosi, Faustino","Tosi, Faustino death",death,"ca. 1620: dies, see Zuane Navon's petition to take his place as GdL in dispacci 93, 531.",,ca. 1620,,,,,,,,,
Person_348,Event0833,"Trevisan, Benedetto","Trevisan, Benedetto Commission",Commission,Ambasciatore,,12 June 1479,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 29, cc. 18v-21v."
Person_348,Event0834,"Trevisan, Benedetto","Trevisan, Benedetto Commission",Commission,commission,1479-06-12,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 29, cc. 18v-21v."
Person_348,Event0835,"Trevisan, Benedetto","Trevisan, Benedetto Commission",Commission,commission,1479-06-12,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 29, cc. 18v-21v."
Person_350,Event0836,"Trevisan, Domenico","Trevisan, Domenico Commission",Commission,,,19 aprile 1552,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 68, cc. 12-15."
Person_350,Event0837,"Trevisan, Domenico","Trevisan, Domenico Commission",Commission,commission,,19 aprile 1552,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 68, cc. 12-15."
Person_352,Event0838,"Trevisan, Girolamo","Trevisan, Girolamo Commission",Commission,,,9 dicembre 1639,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 25, cc. 73v-80v."
Person_352,Event0839,"Trevisan, Girolamo","Trevisan, Girolamo Commission",Commission,commission,,9 dicembre 1639,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 25, cc. 73v-80v."
Person_354,Event0840,"Valier, Cristoforo","Valier, Cristoforo Commission",Commission,,,30 agosto 1611,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 11, cc. 21-25. Gradenigo, c . 223."
Person_354,Event0841,"Valier, Cristoforo","Valier, Cristoforo Commission",Commission,commission,,30 agosto 1611,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 11, cc. 21-25. Gradenigo, c . 223."
Person_358,Event0842,"Vecchia, Paolo","Vecchia, Paolo Birth",Birth,Birth,,,,,,,Venice,,,,
Person_358,Event0843,"Vecchia, Paolo","Vecchia, Paolo employment end",employment end,,1904-07-12,post1655,,,,,,,,,
Person_358,Event0844,"Vecchia, Paolo","Vecchia, Paolo Employment End",Employment End,,1904-07-12,post1655,,,,,,,,,
Person_358,Event0845,"Vecchia, Paolo","Vecchia, Paolo appointment",appointment,1628: appointed Gdl,,1628,,,,,,,,,
Person_358,Event0846,"Vecchia, Paolo","Vecchia, Paolo promotion; raise",promotion; raise,1641: 60 ducats + 20 ducats & 6 zecchini raise. --after appointed dragoman,,1641,,,,,,,,,
Person_358,Event0847,"Vecchia, Paolo","Vecchia, Paolo promotion",promotion,1642: made dragomano ordinario,,1642,,,,,,,,,
Person_358,Event0848,"Vecchia, Paolo","Vecchia, Paolo petition",petition,"1644: first time to ask for raise, long after his colleagues. only Ven in service as dragoman - rest are ottoman subjects. about to marry G. Grillo's daughter to be able to stay in Istanbul. must buy house - o dragomans all have local houses.",,1644,,,,,,,,,
Person_358,Event0849,"Vecchia, Paolo","Vecchia, Paolo employment",employment,1647: served in Armata,,1647,,,,,,,,,
Person_358,Event0850,"Vecchia, Paolo","Vecchia, Paolo salary",salary,1649: annual salary: 300 zecchini,,1649,,,,,,,,,
Person_358,Event0851,"Vecchia, Paolo","Vecchia, Paolo petition",petition,1654: asks for financial aid,,1654,,,,,,,,,
Person_358,Event0852,"Vecchia, Paolo","Vecchia, Paolo will",will,1659: writes his will in Venice,,1659,,,,,,,,,
Person_358,Event0853,"Vecchia, Paolo","Vecchia, Paolo appraisal",appraisal,"1641: 'Paulo Vecchia Venetiano che già quattordeci anni hà preso questo impiego. Questo legge, scrive, e parla bene il Turco, et spera la gratia d'esser eletto dragomano senza di che, come hò gi scritto, non sò se si contenterà di fermarsi più à lungo, nel med.o posto. Questo è però cosi debole di complessione, et vive con tutta la riserva mag.re come se fosse fabricitante, ne vedo in lui alcun' avanzo di salute, onde poco fondam.to credo che si possa fare di sua p[ersona.'",,1641,,,,,,,,,
Person_358,Event0854,"Vecchia, Paolo","Vecchia, Paolo appraisal",appraisal,"1641: 'essendo il più vecchio di quell'ordine, che serva, com'ho io Contarini espresso nelle risposte d'ord.e di VV EE alla richiesta c'ha fatto per esser Drag.no, alle quali si rimettemo anco per l'espressioni di sua attitudine, et conditioni per il servitio.'
",,1641,,,,,,,,,
Person_360,Event0855,"Velutello, Alvise","Velutello, Alvise Birth",Birth,Birth,,,,,,,Venice,,,,
Person_360,Event0856,"Velutello, Alvise","Velutello, Alvise Employment End",Employment End,,1904-05-30,1612,,,,,,,,,
Person_360,Event0857,"Velutello, Alvise","Velutello, Alvise promotion",promotion,1599: gdl; elected in absentia extraordinary secretary;,,1599,,,,,,,,,
Person_360,Event0858,"Velutello, Alvise","Velutello, Alvise employment",employment,"1602: coadiutore, later secretary to baili Ottaviano Bon & Simone Contarini; ",,1602,,,,,,,,,
Person_360,Event0859,"Velutello, Alvise","Velutello, Alvise departure",departure,1612: left Istanbul,,1612,,,,,,,,,
Person_361,Event0860,"Velutello, Marco Antonio","Velutello, Marco Antonio employment end",employment end,,1904-06-16,1629,,,,,,,,,
Person_361,Event0861,"Velutello, Marco Antonio","Velutello, Marco Antonio Employment End",Employment End,,1904-06-16,1629,,,,,,,,,
Person_361,Event0862,"Velutello, Marco Antonio","Velutello, Marco Antonio Petition",Petition,"7/6/1626: Gl'Ill.mi S.ri V. Savij sop.a la Merc.a in conformità dell'ordine à SS.SS. Ill.me ore che tuij[? datto dall'ec.mo Coll.o stante che Ger.mo dalla Pase Dragoma' sin sotto li 18 Ago.o prosso pass.o da loro ss. Ill.me eletto à supplicat.ne di D. M[arco Ant.o Velutello Prior delli Lazzareti di Spalato p[er suo sostituto p[er il tempo che li è stato cocesso conforme alla licenza dell'Ecc.mo Coll.o non può p[er le cause scritte dall'Ill.mo S.r Conte di quel luoco attender à detta Carica. Hanno à Bossoli et Ballotte posto[? in loco suo p[er sostituto di d.to Valutello et tutto il tempo che resterà absente D. Marco Negri q. Dom.co come q'llo ch'è statto proposto à loro SS. Il.me da D. Piladi Velutello fratello di D. M. Ant.o, nel qual tempo che resterà absente non possa dto D. Marco Negri partire dal Carico se non con espressa licenza del mag.to N'ro, ò dell'Il.mo General in Dalmatia dovendo d.to sustituto esseguir tutti li ordini in tal proposito disponenti, et p[er ciò et p[er la buona administra.ne di d.ta sua Caria debbi con sottoscri.ne di mano propria restar obligato il sog.to D. Piladi insieme con d.to D. Marc' Ant' suo f'llo, p[er il qual essendo absente hà promesso di ratto esso D. Piladi nelli suoi proprij beni, et di questo atto ne sia mandata copia al sop.to S.r Conte di Spalato. Io Pilade Vilutelli mi obligo di bona administratione del sop.to D. Marco Negri q. D. D'ngo nella sopta Carica, et ciò facio anco p[er nome del S.r Marc' Ant.o mio f'llo p[er il qual prometto di rato nelli miei proprij Beni che ratti ficherà la p'nte obliga.ne. 4 0 0 see case of Giovanni Moro where acted as negotiator w Turkish merchants; previously: governatore delli lazaretti di Spalato. makes 250 d a yr. on 5/2/1623 VS endorsed his request for a raise. see: Cinque Savii, Risposte, B. 146, cc. 16r-v. See also DT 1197",1904-06-13,1626,,,,,,,,,
Person_364,Event0863,"Venier, Anzolo","Venier, Anzolo Birth",Birth,Birth,,,,,,,Venice,,,,
Person_364,Event0864,"Venier, Anzolo","Venier, Anzolo employment end",employment end,,1626-06-22,pre1626-06-22,,,,,,,,,
Person_365,Event0865,"Venier, Dolfino","Venier, Dolfino Commission",Commission,commission,,2 aprile 1416,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 6, cc. 92-93; Thiriet, Sénat, II, n. 1609."
Person_366,Event0866,"Venier, Francesco","Venier, Francesco Commission",Commission,commission,1745-03-18,18 March 1745,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 45, cc. 3v-10v."
Person_368,Event0867,"Venier, Marco","Venier, Marco Commission",Commission,,,28 ottobre 1593,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 8, cc. 130v-134."
Person_368,Event0868,"Venier, Marco","Venier, Marco Resignation",Resignation, rinuncia alla carica,,20 gennaio 1597,,,,,,,,,"Archivio di Stato di Venezia, SAVMC, reg. 7, cc. 224a-224b."
Person_368,Event0869,"Venier, Marco","Venier, Marco Commission",Commission,commission,,28 ottobre 1593,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 8, cc. 130v-134."
Person_370,Event0870,"Venier, Santo","Venier, Santo Commission",Commission,commission,1423-07-27,27 July 1423,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 8, cc. 114v-118; Sathas, Documents, pp. 141-150; Thiriet, Sénat, II, n. 1898."
Person_371,Event0871,"Venier, Sebastiano","Venier, Sebastiano Commission",Commission,commission,1626-03-18,18 March 1626,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 17, cc. 7-13."
Person_372,Event0872,"Ventura, Nicolo","Ventura, Nicolo Birth",Birth,Birth,,,,,,,Dalmatia,,,,date questionable
Person_372,Event0873,"Ventura, Nicolo","Ventura, Nicolo departure",departure,sent by rettori,,,,,,,,,,,
Person_374,Event0874,"Vico, Zuanne","Vico, Zuanne Birth",Birth,Birth,,,,,,,Venice,,,,
Person_375,Event0875,"Vitturi, Antonio","Vitturi, Antonio Commission",Commission,commission,1481-07-27,27 July 1481,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 30, cc. 24v-26v."
Person_376,Event0876,"Vitturi, Lorenzo","Vitturi, Lorenzo Commission",Commission,,,2 dicembre 1456,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 20, c. 106v; Thiriet, Sénat, III, n. 3028."
Person_376,Event0877,"Vitturi, Lorenzo","Vitturi, Lorenzo Commission",Commission,commission,,2 dicembre 1456,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 20, c. 106v; Thiriet, Sénat, III, n. 3028."
Person_377,Event0878,"Zancani, Andrea","Zancani, Andrea Commission",Commission,,,"20 novembre 1498, 20 febbraio 1499",,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 37, cc. 60-63, 77v."
Person_377,Event0879,"Zancani, Andrea","Zancani, Andrea Commission",Commission,commission,,"20 novembre 1498, 20 febbraio 1499",,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 37, cc. 60-63, 77v."
Person_377,Event0880,"Zancani, Andrea","Zancani, Andrea ",,,,27 settembre 1567,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 85-88."
Person_378,Event0881,"Zane, Girolamo","Zane, Girolamo Commission",Commission,,,21 novembre 1541,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 61, cc. 112v-115."
Person_378,Event0882,"Zane, Girolamo","Zane, Girolamo election",election,election,,"30 August, 2 September 1567",,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 3, c. 76b; SC , reg. 3, cc. 81-81v. "
Person_378,Event0883,"Zane, Girolamo","Zane, Girolamo Commission",Commission,commission,,21 novembre 1541,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 61, cc. 112v-115."
Person_378,Event0884,"Zane, Girolamo","Zane, Girolamo Commission",Commission,commission,,27 settembre 1567,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 3, cc. 85-88."
Person_378,Event0885,"Zane, Girolamo","Zane, Girolamo election",election,Ambasciatore per protestare contro il trattamento usato con i rappresentanti veneziani Cavalli e Soranzo Mentre era a Lesina seppe dell’aggiustamento avvenuto e non proseguì.,,"30 August, 2 September 1567",,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. 3, c. 76b; SC , reg. 3, cc. 81-81v. "
Person_379,Event0886,"Zane, Matteo","Zane, Matteo Commission",Commission,,,28 ottobre 1591,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 8, cc. 55-58v."
Person_379,Event0887,"Zane, Matteo","Zane, Matteo Commission",Commission,commission,,28 ottobre 1591,,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 8, cc. 55-58v."
Person_381,Event0888,"Zantani, Vincenzo","Zantani, Vincenzo Commission",Commission,,,30 novembre 1543,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 63, cc. 83v-89."
Person_381,Event0889,"Zantani, Vincenzo","Zantani, Vincenzo Commission",Commission,commission,,30 novembre 1543,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 63, cc. 83v-89."
Person_382,Event0890,"Zen, Caterino","Zen, Caterino Commission",Commission,,,20 maggio 1550,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 67, cc. 35-38."
Person_382,Event0891,"Zen, Caterino","Zen, Caterino Commission",Commission,commission,,20 maggio 1550,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 67, cc. 35-38."
Person_383,Event0892,"Zen, Marino","Zen, Marino ",,,1531-03-13,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, c. 60v; Archivio di Stato di Venezia, SAVP, reg. B, c. 84. "
Person_384,Event0893,"Zen, Pietro","Zen, Pietro Commission",Commission,,,27 aprile 1523,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 50, cc. 14-16."
Person_384,Event0894,"Zen, Pietro","Zen, Pietro election",election,election,1525-10-30,,,,,,,,,,"Gradenigo, cc. 217, 242-242v."
Person_384,Event0895,"Zen, Pietro","Zen, Pietro election",election,election,1525-10-30,,,,,,,,,,"Gradenigo, cc. 217, 242-242v."
Person_384,Event0896,"Zen, Pietro","Zen, Pietro election",election,election,,,,,,,,,,,
Person_384,Event0897,"Zen, Pietro","Zen, Pietro election",election,election,1539-04-11,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. B, c. 84v. "
Person_384,Event0898,"Zen, Pietro","Zen, Pietro election",election,election,1531-03-13,,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, c. 60v; Archivio di Stato di Venezia, SAVP, reg. B, c. 84. "
Person_384,Event0899,"Zen, Pietro","Zen, Pietro election",election,election,1539-04-11,,,,,,,,,,"Archivio di Stato di Venezia, SAVP, reg. B, c. 84v. "
Person_384,Event0900,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,27 aprile 1523,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 50, cc. 14-16."
Person_384,Event0901,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,22 maggio 1531,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, cc. 74v-76v."
Person_384,Event0902,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,24 aprile 1539,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 60, cc. 21-23v."
Person_384,Event0903,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,22 maggio 1531,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 54, cc. 74v-76v."
Person_384,Event0904,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,24 aprile 1539,,,,,,,,,"Archivio di Stato di Venezia, SS, reg. 60, cc. 21-23v."
Person_384,Event0905,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,20 -24 July 1408,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, cc. 23-24; Thiriet, Sénat, II, n. 1311."
Person_384,Event0906,"Zen, Pietro","Zen, Pietro Commission",Commission,commission,,20 -24 July 1408,,,,,,,,,"Archivio di Stato di Venezia, SM, reg. 48, cc. 23-24; Thiriet, Sénat, II, n. 1311."
